"835","647","82","115","120",,
"836","648","83","115","120",,
"837","648","18","130","120",,
"838","648","82","115","120",,
"839","649","83","160","180",,
"840","649","18","168","180",,
"841","649","82","150","180",,
"842","650","83","280","240",,
"843","650","18","300","260",,
"844","650","82","280","240",,
"13524","1669","83","250","200",,
"13530","888","83","200","175",,
"845","651","83","280","210",,
"1125","756","136","195","130",,
"13536","887","83","210","180",,
"846","651","18","265","210",,
"1123","622","166","450","330",,
"1124","726","166","200","140",,
"847","651","82","280","210",,
"1121","756","126","280","200",,
"848","652","83","270","240",,
"13234","854","18","250","200",,
"1120","756","17","450","330",,
"849","652","18","250","200",,
"1117","607","11","240","220",,
"13235","898","18","17","25",,
"850","652","82","280","240",,
"1116","7","11","246","220",,
"851","653","83","310","240",,
"1113","754","162","115","110",,
"852","653","18","300","240",,
"1111","752","163","170","150",,
"1112","753","162","170","150",,
"853","653","82","315","250",,
"1109","752","123","210","160",,
"1110","752","164","113","110",,
"854","654","83","250","200",,
"1108","713","162","210","160",,
"855","654","18","235","180",,
"856","654","82","252","210",,
"857","655","83","250","200",,
"858","655","18","240","180",,
"859","655","82","260","210",,
"13386","858","79","130","100",,
"13385","858","1030","200","200",,
"860","656","83","280","210",,
"13387","1674","1030","200","200",,
"861","656","18","265","210",,
"13357","1671","17","280","280",,
"13358","1671","80","280","280",,
"862","656","82","280","220",,
"863","657","83","245","200",,
"1088","738","147","20","30",,
"864","657","18","230","180",,
"1086","736","145","20","30",,
"1087","737","148","20","30",,
"865","657","82","250","210",,
"1085","735","146","20","30",,
"866","658","83","280","210",,
"867","658","18","265","210",,
"13355","1670","17","280","280",,
"868","658","82","290","210",,
"1077","726","126","460","360",,
"1078","726","125","460","300",,
"13356","1670","80","280","280",,
"9143","988","396","110","120",,
"1074","728","125","200","130",,
"1075","725","126","460","300",,
"1076","725","125","460","300",,
"9142","988","117","80","120",,
"1072","727","125","200","130",,
"1073","728","126","200","130",,
"9141","988","394","85","90",,
"1069","729","126","180","140",,
"1070","729","125","180","140",,
"1071","727","126","200","130",,
"872","660","83","250","200",,
"1066","715","137","150","120",,
"1067","715","136","460","360",,
"1068","715","135","460","300",,
"873","660","18","225","180",,
"1064","715","139","180","140",,
"1065","715","138","150","100",,
"874","660","82","250","200",,
"1061","716","137","200","130",,
"1062","716","136","460","300",,
"1063","716","135","460","300",,
"875","661","83","280","220",,
"1059","716","139","180","140",,
"1060","716","138","200","130",,
"876","661","18","260","210",,
"1057","729","136","450","300",,
"1058","729","135","450","300",,
"877","661","82","280","220",,
"1055","725","139","400","300",,
"1056","726","139","400","280",,
"878","663","83","280","220",,
"1053","624","136","250","150",,
"1054","624","135","250","150",,
"879","663","18","265","210",,
"1051","622","136","250","150",,
"1052","622","135","240","140",,
"880","663","82","286","220",,
"1049","726","17","250","200",,
"1050","726","80","250","200",,
"1047","725","17","230","150",,
"1048","725","80","230","150",,
"882","623","80","195","150",,
"1045","728","136","300","200",,
"1046","728","135","300","200",,
"883","623","89","115","120",,
"1043","727","136","330","200",,
"1044","727","135","330","200",,
"9505","11","504","55","60",,
"1041","726","138","300","200",,
"1042","726","137","300","200",,
"888","2","110","285","240",,
"1039","725","138","330","250",,
"1040","725","137","330","250",,
"889","2","111","460","360",,
"1036","726","135","20","25",,
"13656","727","425","400","300",,
"13657","728","425","400","300",,
"890","2","112","275","240",,
